time,Max_Power
20200701:0011,60000
20200701:0111,60000
20200701:0211,60000
20200701:0311,60000
20200701:0411,60000
20200701:0511,60000
20200701:0611,60000
20200701:0711,60000
20200701:0811,60000
20200701:0911,60000
20200701:1011,60000
20200701:1111,60000
20200701:1211,60000
20200701:1311,60000
20200701:1411,60000
20200701:1511,60000
20200701:1611,60000
20200701:1711,60000
20200701:1811,60000
20200701:1911,60000
20200701:2011,60000
20200701:2111,60000
20200701:2211,60000
20200701:2311,60000
20200702:0011,60000
20200702:0111,60000
20200702:0211,60000
20200702:0311,60000
20200702:0411,60000
20200702:0511,60000
20200702:0611,60000
20200702:0711,60000
20200702:0811,60000
20200702:0911,60000
20200702:1011,60000
20200702:1111,60000
20200702:1211,60000
20200702:1311,60000
20200702:1411,60000
20200702:1511,60000
20200702:1611,60000
20200702:1711,60000
20200702:1811,60000
20200702:1911,60000
20200702:2011,60000
20200702:2111,60000
20200702:2211,60000
20200702:2311,60000
20200703:0011,60000
20200703:0111,60000
20200703:0211,60000
20200703:0311,60000
20200703:0411,60000
20200703:0511,60000
20200703:0611,60000
20200703:0711,60000
20200703:0811,60000
20200703:0911,60000
20200703:1011,60000
20200703:1111,60000
20200703:1211,60000
20200703:1311,60000
20200703:1411,60000
20200703:1511,60000
20200703:1611,60000
20200703:1711,60000
20200703:1811,60000
20200703:1911,60000
20200703:2011,60000
20200703:2111,60000
20200703:2211,60000
20200703:2311,60000
20200704:0011,60000
20200704:0111,60000
20200704:0211,60000
20200704:0311,60000
20200704:0411,60000
20200704:0511,60000
20200704:0611,60000
20200704:0711,60000
20200704:0811,60000
20200704:0911,60000
20200704:1011,60000
20200704:1111,60000
20200704:1211,60000
20200704:1311,60000
20200704:1411,60000
20200704:1511,60000
20200704:1611,60000
20200704:1711,60000
20200704:1811,60000
20200704:1911,60000
20200704:2011,60000
20200704:2111,60000
20200704:2211,60000
20200704:2311,60000
20200705:0011,60000
20200705:0111,60000
20200705:0211,60000
20200705:0311,60000
20200705:0411,60000
20200705:0511,60000
20200705:0611,60000
20200705:0711,60000
20200705:0811,60000
20200705:0911,60000
20200705:1011,60000
20200705:1111,60000
20200705:1211,60000
20200705:1311,60000
20200705:1411,60000
20200705:1511,60000
20200705:1611,60000
20200705:1711,60000
20200705:1811,60000
20200705:1911,60000
20200705:2011,60000
20200705:2111,60000
20200705:2211,60000
20200705:2311,60000
20200706:0011,60000
20200706:0111,60000
20200706:0211,60000
20200706:0311,60000
20200706:0411,60000
20200706:0511,60000
20200706:0611,60000
20200706:0711,60000
20200706:0811,60000
20200706:0911,60000
20200706:1011,60000
20200706:1111,60000
20200706:1211,60000
20200706:1311,60000
20200706:1411,60000
20200706:1511,60000
20200706:1611,60000
20200706:1711,60000
20200706:1811,60000
20200706:1911,60000
20200706:2011,60000
20200706:2111,60000
20200706:2211,60000
20200706:2311,60000
20200707:0011,60000
20200707:0111,60000
20200707:0211,60000
20200707:0311,60000
20200707:0411,60000
20200707:0511,60000
20200707:0611,60000
20200707:0711,60000
20200707:0811,60000
20200707:0911,60000
20200707:1011,60000
20200707:1111,60000
20200707:1211,60000
20200707:1311,60000
20200707:1411,60000
20200707:1511,60000
20200707:1611,60000
20200707:1711,60000
20200707:1811,60000
20200707:1911,60000
20200707:2011,60000
20200707:2111,60000
20200707:2211,60000
20200707:2311,60000
20200708:0011,60000
20200708:0111,60000
20200708:0211,60000
20200708:0311,60000
20200708:0411,60000
20200708:0511,60000
20200708:0611,60000
20200708:0711,60000
20200708:0811,60000
20200708:0911,60000
20200708:1011,60000
20200708:1111,60000
20200708:1211,60000
20200708:1311,60000
20200708:1411,60000
20200708:1511,60000
20200708:1611,60000
20200708:1711,60000
20200708:1811,60000
20200708:1911,60000
20200708:2011,60000
20200708:2111,60000
20200708:2211,60000
20200708:2311,60000
20200709:0011,60000
20200709:0111,60000
20200709:0211,60000
20200709:0311,60000
20200709:0411,60000
20200709:0511,60000
20200709:0611,60000
20200709:0711,60000
20200709:0811,60000
20200709:0911,60000
20200709:1011,60000
20200709:1111,60000
20200709:1211,60000
20200709:1311,60000
20200709:1411,60000
20200709:1511,60000
20200709:1611,60000
20200709:1711,60000
20200709:1811,60000
20200709:1911,60000
20200709:2011,60000
20200709:2111,60000
20200709:2211,60000
20200709:2311,60000
20200710:0011,60000
20200710:0111,60000
20200710:0211,60000
20200710:0311,60000
20200710:0411,60000
20200710:0511,60000
20200710:0611,60000
20200710:0711,60000
20200710:0811,60000
20200710:0911,60000
20200710:1011,60000
20200710:1111,60000
20200710:1211,60000
20200710:1311,60000
20200710:1411,60000
20200710:1511,60000
20200710:1611,60000
20200710:1711,60000
20200710:1811,60000
20200710:1911,60000
20200710:2011,60000
20200710:2111,60000
20200710:2211,60000
20200710:2311,60000
20200711:0011,60000
20200711:0111,60000
20200711:0211,60000
20200711:0311,60000
20200711:0411,60000
20200711:0511,60000
20200711:0611,60000
20200711:0711,60000
20200711:0811,60000
20200711:0911,60000
20200711:1011,60000
20200711:1111,60000
20200711:1211,60000
20200711:1311,60000
20200711:1411,60000
20200711:1511,60000
20200711:1611,60000
20200711:1711,60000
20200711:1811,60000
20200711:1911,60000
20200711:2011,60000
20200711:2111,60000
20200711:2211,60000
20200711:2311,60000
20200712:0011,60000
20200712:0111,60000
20200712:0211,60000
20200712:0311,60000
20200712:0411,60000
20200712:0511,60000
20200712:0611,60000
20200712:0711,60000
20200712:0811,60000
20200712:0911,60000
20200712:1011,60000
20200712:1111,60000
20200712:1211,60000
20200712:1311,60000
20200712:1411,60000
20200712:1511,60000
20200712:1611,60000
20200712:1711,60000
20200712:1811,60000
20200712:1911,60000
20200712:2011,60000
20200712:2111,60000
20200712:2211,60000
20200712:2311,60000
20200713:0011,60000
20200713:0111,60000
20200713:0211,60000
20200713:0311,60000
20200713:0411,60000
20200713:0511,60000
20200713:0611,60000
20200713:0711,60000
20200713:0811,60000
20200713:0911,60000
20200713:1011,60000
20200713:1111,60000
20200713:1211,60000
20200713:1311,60000
20200713:1411,60000
20200713:1511,60000
20200713:1611,60000
20200713:1711,60000
20200713:1811,60000
20200713:1911,60000
20200713:2011,60000
20200713:2111,60000
20200713:2211,60000
20200713:2311,60000
20200714:0011,60000
20200714:0111,60000
20200714:0211,60000
20200714:0311,60000
20200714:0411,60000
20200714:0511,60000
20200714:0611,60000
20200714:0711,60000
20200714:0811,60000
20200714:0911,60000
20200714:1011,60000
20200714:1111,60000
20200714:1211,60000
20200714:1311,60000
20200714:1411,60000
20200714:1511,60000
20200714:1611,60000
20200714:1711,60000
20200714:1811,60000
20200714:1911,60000
20200714:2011,60000
20200714:2111,60000
20200714:2211,60000
20200714:2311,60000
20200715:0011,60000
20200715:0111,60000
20200715:0211,60000
20200715:0311,60000
20200715:0411,60000
20200715:0511,60000
20200715:0611,60000
20200715:0711,60000
20200715:0811,60000
20200715:0911,60000
20200715:1011,60000
20200715:1111,60000
20200715:1211,60000
20200715:1311,60000
20200715:1411,60000
20200715:1511,60000
20200715:1611,60000
20200715:1711,60000
20200715:1811,60000
20200715:1911,60000
20200715:2011,60000
20200715:2111,60000
20200715:2211,60000
20200715:2311,60000
20200716:0011,60000
20200716:0111,60000
20200716:0211,60000
20200716:0311,60000
20200716:0411,60000
20200716:0511,60000
20200716:0611,60000
20200716:0711,60000
20200716:0811,60000
20200716:0911,60000
20200716:1011,60000
20200716:1111,60000
20200716:1211,60000
20200716:1311,60000
20200716:1411,60000
20200716:1511,60000
20200716:1611,60000
20200716:1711,60000
20200716:1811,60000
20200716:1911,60000
20200716:2011,60000
20200716:2111,60000
20200716:2211,60000
20200716:2311,60000
20200717:0011,60000
20200717:0111,60000
20200717:0211,60000
20200717:0311,60000
20200717:0411,60000
20200717:0511,60000
20200717:0611,60000
20200717:0711,60000
20200717:0811,60000
20200717:0911,60000
20200717:1011,60000
20200717:1111,60000
20200717:1211,60000
20200717:1311,60000
20200717:1411,60000
20200717:1511,60000
20200717:1611,60000
20200717:1711,60000
20200717:1811,60000
20200717:1911,60000
20200717:2011,60000
20200717:2111,60000
20200717:2211,60000
20200717:2311,60000
20200718:0011,60000
20200718:0111,60000
20200718:0211,60000
20200718:0311,60000
20200718:0411,60000
20200718:0511,60000
20200718:0611,60000
20200718:0711,60000
20200718:0811,60000
20200718:0911,60000
20200718:1011,60000
20200718:1111,60000
20200718:1211,60000
20200718:1311,60000
20200718:1411,60000
20200718:1511,60000
20200718:1611,60000
20200718:1711,60000
20200718:1811,60000
20200718:1911,60000
20200718:2011,60000
20200718:2111,60000
20200718:2211,60000
20200718:2311,60000
20200719:0011,60000
20200719:0111,60000
20200719:0211,60000
20200719:0311,60000
20200719:0411,60000
20200719:0511,60000
20200719:0611,60000
20200719:0711,60000
20200719:0811,60000
20200719:0911,60000
20200719:1011,60000
20200719:1111,60000
20200719:1211,60000
20200719:1311,60000
20200719:1411,60000
20200719:1511,60000
20200719:1611,60000
20200719:1711,60000
20200719:1811,60000
20200719:1911,60000
20200719:2011,60000
20200719:2111,60000
20200719:2211,60000
20200719:2311,60000
20200720:0011,60000
20200720:0111,60000
20200720:0211,60000
20200720:0311,60000
20200720:0411,60000
20200720:0511,60000
20200720:0611,60000
20200720:0711,60000
20200720:0811,60000
20200720:0911,60000
20200720:1011,60000
20200720:1111,60000
20200720:1211,60000
20200720:1311,60000
20200720:1411,60000
20200720:1511,60000
20200720:1611,60000
20200720:1711,60000
20200720:1811,60000
20200720:1911,60000
20200720:2011,60000
20200720:2111,60000
20200720:2211,60000
20200720:2311,60000
20200721:0011,60000
20200721:0111,60000
20200721:0211,60000
20200721:0311,60000
20200721:0411,60000
20200721:0511,60000
20200721:0611,60000
20200721:0711,60000
20200721:0811,60000
20200721:0911,60000
20200721:1011,60000
20200721:1111,60000
20200721:1211,60000
20200721:1311,60000
20200721:1411,60000
20200721:1511,60000
20200721:1611,60000
20200721:1711,60000
20200721:1811,60000
20200721:1911,60000
20200721:2011,60000
20200721:2111,60000
20200721:2211,60000
20200721:2311,60000
20200722:0011,60000
20200722:0111,60000
20200722:0211,60000
20200722:0311,60000
20200722:0411,60000
20200722:0511,60000
20200722:0611,60000
20200722:0711,60000
20200722:0811,60000
20200722:0911,60000
20200722:1011,60000
20200722:1111,60000
20200722:1211,60000
20200722:1311,60000
20200722:1411,60000
20200722:1511,60000
20200722:1611,60000
20200722:1711,60000
20200722:1811,60000
20200722:1911,60000
20200722:2011,60000
20200722:2111,60000
20200722:2211,60000
20200722:2311,60000
20200723:0011,60000
20200723:0111,60000
20200723:0211,60000
20200723:0311,60000
20200723:0411,60000
20200723:0511,60000
20200723:0611,60000
20200723:0711,60000
20200723:0811,60000
20200723:0911,60000
20200723:1011,60000
20200723:1111,60000
20200723:1211,60000
20200723:1311,60000
20200723:1411,60000
20200723:1511,60000
20200723:1611,60000
20200723:1711,60000
20200723:1811,60000
20200723:1911,60000
20200723:2011,60000
20200723:2111,60000
20200723:2211,60000
20200723:2311,60000
20200724:0011,60000
20200724:0111,60000
20200724:0211,60000
20200724:0311,60000
20200724:0411,60000
20200724:0511,60000
20200724:0611,60000
20200724:0711,60000
20200724:0811,60000
20200724:0911,60000
20200724:1011,60000
20200724:1111,60000
20200724:1211,60000
20200724:1311,60000
20200724:1411,60000
20200724:1511,60000
20200724:1611,60000
20200724:1711,60000
20200724:1811,60000
20200724:1911,60000
20200724:2011,60000
20200724:2111,60000
20200724:2211,60000
20200724:2311,60000
20200725:0011,60000
20200725:0111,60000
20200725:0211,60000
20200725:0311,60000
20200725:0411,60000
20200725:0511,60000
20200725:0611,60000
20200725:0711,60000
20200725:0811,60000
20200725:0911,60000
20200725:1011,60000
20200725:1111,60000
20200725:1211,60000
20200725:1311,60000
20200725:1411,60000
20200725:1511,60000
20200725:1611,60000
20200725:1711,60000
20200725:1811,60000
20200725:1911,60000
20200725:2011,60000
20200725:2111,60000
20200725:2211,60000
20200725:2311,60000
20200726:0011,60000
20200726:0111,60000
20200726:0211,60000
20200726:0311,60000
20200726:0411,60000
20200726:0511,60000
20200726:0611,60000
20200726:0711,60000
20200726:0811,60000
20200726:0911,60000
20200726:1011,60000
20200726:1111,60000
20200726:1211,60000
20200726:1311,60000
20200726:1411,60000
20200726:1511,60000
20200726:1611,60000
20200726:1711,60000
20200726:1811,60000
20200726:1911,60000
20200726:2011,60000
20200726:2111,60000
20200726:2211,60000
20200726:2311,60000
20200727:0011,60000
20200727:0111,60000
20200727:0211,60000
20200727:0311,60000
20200727:0411,60000
20200727:0511,60000
20200727:0611,60000
20200727:0711,60000
20200727:0811,60000
20200727:0911,60000
20200727:1011,60000
20200727:1111,60000
20200727:1211,60000
20200727:1311,60000
20200727:1411,60000
20200727:1511,60000
20200727:1611,60000
20200727:1711,60000
20200727:1811,60000
20200727:1911,60000
20200727:2011,60000
20200727:2111,60000
20200727:2211,60000
20200727:2311,60000
20200728:0011,60000
20200728:0111,60000
20200728:0211,60000
20200728:0311,60000
20200728:0411,60000
20200728:0511,60000
20200728:0611,60000
20200728:0711,60000
20200728:0811,60000
20200728:0911,60000
20200728:1011,60000
20200728:1111,60000
20200728:1211,60000
20200728:1311,60000
20200728:1411,60000
20200728:1511,60000
20200728:1611,60000
20200728:1711,60000
20200728:1811,60000
20200728:1911,60000
20200728:2011,60000
20200728:2111,60000
20200728:2211,60000
20200728:2311,60000
20200729:0011,60000
20200729:0111,60000
20200729:0211,60000
20200729:0311,60000
20200729:0411,60000
20200729:0511,60000
20200729:0611,60000
20200729:0711,60000
20200729:0811,60000
20200729:0911,60000
20200729:1011,60000
20200729:1111,60000
20200729:1211,60000
20200729:1311,60000
20200729:1411,60000
20200729:1511,60000
20200729:1611,60000
20200729:1711,60000
20200729:1811,60000
20200729:1911,60000
20200729:2011,60000
20200729:2111,60000
20200729:2211,60000
20200729:2311,60000
20200730:0011,60000
20200730:0111,60000
20200730:0211,60000
20200730:0311,60000
20200730:0411,60000
20200730:0511,60000
20200730:0611,60000
20200730:0711,60000
20200730:0811,60000
20200730:0911,60000
20200730:1011,60000
20200730:1111,60000
20200730:1211,60000
20200730:1311,60000
20200730:1411,60000
20200730:1511,60000
20200730:1611,60000
20200730:1711,60000
20200730:1811,60000
20200730:1911,60000
20200730:2011,60000
20200730:2111,60000
20200730:2211,60000
20200730:2311,60000
20200731:0011,60000
20200731:0111,60000
20200731:0211,60000
20200731:0311,60000
20200731:0411,60000
20200731:0511,60000
20200731:0611,60000
20200731:0711,60000
20200731:0811,60000
20200731:0911,60000
20200731:1011,60000
20200731:1111,60000
20200731:1211,60000
20200731:1311,60000
20200731:1411,60000
20200731:1511,60000
20200731:1611,60000
20200731:1711,60000
20200731:1811,60000
20200731:1911,60000
20200731:2011,60000
20200731:2111,60000
20200731:2211,60000
20200731:2311,60000
20200801:0011,60000
20200801:0111,60000
20200801:0211,60000
20200801:0311,60000
20200801:0411,60000
20200801:0511,60000
20200801:0611,60000
20200801:0711,60000
20200801:0811,60000
20200801:0911,60000
20200801:1011,60000
20200801:1111,60000
20200801:1211,60000
20200801:1311,60000
20200801:1411,60000
20200801:1511,60000
20200801:1611,60000
20200801:1711,60000
20200801:1811,60000
20200801:1911,60000
20200801:2011,60000
20200801:2111,60000
20200801:2211,60000
20200801:2311,60000
20200802:0011,60000
20200802:0111,60000
20200802:0211,60000
20200802:0311,60000
20200802:0411,60000
20200802:0511,60000
20200802:0611,60000
20200802:0711,60000
20200802:0811,60000
20200802:0911,60000
20200802:1011,60000
20200802:1111,60000
20200802:1211,60000
20200802:1311,60000
20200802:1411,60000
20200802:1511,60000
20200802:1611,60000
20200802:1711,60000
20200802:1811,60000
20200802:1911,60000
20200802:2011,60000
20200802:2111,60000
20200802:2211,60000
20200802:2311,60000
20200803:0011,60000
20200803:0111,60000
20200803:0211,60000
20200803:0311,60000
20200803:0411,60000
20200803:0511,60000
20200803:0611,60000
20200803:0711,60000
20200803:0811,60000
20200803:0911,60000
20200803:1011,60000
20200803:1111,60000
20200803:1211,60000
20200803:1311,60000
20200803:1411,60000
20200803:1511,60000
20200803:1611,60000
20200803:1711,60000
20200803:1811,60000
20200803:1911,60000
20200803:2011,60000
20200803:2111,60000
20200803:2211,60000
20200803:2311,60000
20200804:0011,60000
20200804:0111,60000
20200804:0211,60000
20200804:0311,60000
20200804:0411,60000
20200804:0511,60000
20200804:0611,60000
20200804:0711,60000
20200804:0811,60000
20200804:0911,60000
20200804:1011,60000
20200804:1111,60000
20200804:1211,60000
20200804:1311,60000
20200804:1411,60000
20200804:1511,60000
20200804:1611,60000
20200804:1711,60000
20200804:1811,60000
20200804:1911,60000
20200804:2011,60000
20200804:2111,60000
20200804:2211,60000
20200804:2311,60000
20200805:0011,60000
20200805:0111,60000
20200805:0211,60000
20200805:0311,60000
20200805:0411,60000
20200805:0511,60000
20200805:0611,60000
20200805:0711,60000
20200805:0811,60000
20200805:0911,60000
20200805:1011,60000
20200805:1111,60000
20200805:1211,60000
20200805:1311,60000
20200805:1411,60000
20200805:1511,60000
20200805:1611,60000
20200805:1711,60000
20200805:1811,60000
20200805:1911,60000
20200805:2011,60000
20200805:2111,60000
20200805:2211,60000
20200805:2311,60000
20200806:0011,60000
20200806:0111,60000
20200806:0211,60000
20200806:0311,60000
20200806:0411,60000
20200806:0511,60000
20200806:0611,60000
20200806:0711,60000
20200806:0811,60000
20200806:0911,60000
20200806:1011,60000
20200806:1111,60000
20200806:1211,60000
20200806:1311,60000
20200806:1411,60000
20200806:1511,60000
20200806:1611,60000
20200806:1711,60000
20200806:1811,60000
20200806:1911,60000
20200806:2011,60000
20200806:2111,60000
20200806:2211,60000
20200806:2311,60000
20200807:0011,60000
20200807:0111,60000
20200807:0211,60000
20200807:0311,60000
20200807:0411,60000
20200807:0511,60000
20200807:0611,60000
20200807:0711,60000
20200807:0811,60000
20200807:0911,60000
20200807:1011,60000
20200807:1111,60000
20200807:1211,60000
20200807:1311,60000
20200807:1411,60000
20200807:1511,60000
20200807:1611,60000
20200807:1711,60000
20200807:1811,60000
20200807:1911,60000
20200807:2011,60000
20200807:2111,60000
20200807:2211,60000
20200807:2311,60000
20200808:0011,60000
20200808:0111,60000
20200808:0211,60000
20200808:0311,60000
20200808:0411,60000
20200808:0511,60000
20200808:0611,60000
20200808:0711,60000
20200808:0811,60000
20200808:0911,60000
20200808:1011,60000
20200808:1111,60000
20200808:1211,60000
20200808:1311,60000
20200808:1411,60000
20200808:1511,60000
20200808:1611,60000
20200808:1711,60000
20200808:1811,60000
20200808:1911,60000
20200808:2011,60000
20200808:2111,60000
20200808:2211,60000
20200808:2311,60000
20200809:0011,60000
20200809:0111,60000
20200809:0211,60000
20200809:0311,60000
20200809:0411,60000
20200809:0511,60000
20200809:0611,60000
20200809:0711,60000
20200809:0811,60000
20200809:0911,60000
20200809:1011,60000
20200809:1111,60000
20200809:1211,60000
20200809:1311,60000
20200809:1411,60000
20200809:1511,60000
20200809:1611,60000
20200809:1711,60000
20200809:1811,60000
20200809:1911,60000
20200809:2011,60000
20200809:2111,60000
20200809:2211,60000
20200809:2311,60000
20200810:0011,60000
20200810:0111,60000
20200810:0211,60000
20200810:0311,60000
20200810:0411,60000
20200810:0511,60000
20200810:0611,60000
20200810:0711,60000
20200810:0811,60000
20200810:0911,60000
20200810:1011,60000
20200810:1111,60000
20200810:1211,60000
20200810:1311,60000
20200810:1411,60000
20200810:1511,60000
20200810:1611,60000
20200810:1711,60000
20200810:1811,60000
20200810:1911,60000
20200810:2011,60000
20200810:2111,60000
20200810:2211,60000
20200810:2311,60000
20200811:0011,60000
20200811:0111,60000
20200811:0211,60000
20200811:0311,60000
20200811:0411,60000
20200811:0511,60000
20200811:0611,60000
20200811:0711,60000
20200811:0811,60000
20200811:0911,60000
20200811:1011,60000
20200811:1111,60000
20200811:1211,60000
20200811:1311,60000
20200811:1411,60000
20200811:1511,60000
20200811:1611,60000
20200811:1711,60000
20200811:1811,60000
20200811:1911,60000
20200811:2011,60000
20200811:2111,60000
20200811:2211,60000
20200811:2311,60000
20200812:0011,60000
20200812:0111,60000
20200812:0211,60000
20200812:0311,60000
20200812:0411,60000
20200812:0511,60000
20200812:0611,60000
20200812:0711,60000
20200812:0811,60000
20200812:0911,60000
20200812:1011,60000
20200812:1111,60000
20200812:1211,60000
20200812:1311,60000
20200812:1411,60000
20200812:1511,60000
20200812:1611,60000
20200812:1711,60000
20200812:1811,60000
20200812:1911,60000
20200812:2011,60000
20200812:2111,60000
20200812:2211,60000
20200812:2311,60000
20200813:0011,60000
20200813:0111,60000
20200813:0211,60000
20200813:0311,60000
20200813:0411,60000
20200813:0511,60000
20200813:0611,60000
20200813:0711,60000
20200813:0811,60000
20200813:0911,60000
20200813:1011,60000
20200813:1111,60000
20200813:1211,60000
20200813:1311,60000
20200813:1411,60000
20200813:1511,60000
20200813:1611,60000
20200813:1711,60000
20200813:1811,60000
20200813:1911,60000
20200813:2011,60000
20200813:2111,60000
20200813:2211,60000
20200813:2311,60000
20200814:0011,60000
20200814:0111,60000
20200814:0211,60000
20200814:0311,60000
20200814:0411,60000
20200814:0511,60000
20200814:0611,60000
20200814:0711,60000
20200814:0811,60000
20200814:0911,60000
20200814:1011,60000
20200814:1111,60000
20200814:1211,60000
20200814:1311,60000
20200814:1411,60000
20200814:1511,60000
20200814:1611,60000
20200814:1711,60000
20200814:1811,60000
20200814:1911,60000
20200814:2011,60000
20200814:2111,60000
20200814:2211,60000
20200814:2311,60000
20200815:0011,60000
20200815:0111,60000
20200815:0211,60000
20200815:0311,60000
20200815:0411,60000
20200815:0511,60000
20200815:0611,60000
20200815:0711,60000
20200815:0811,60000
20200815:0911,60000
20200815:1011,60000
20200815:1111,60000
20200815:1211,60000
20200815:1311,60000
20200815:1411,60000
20200815:1511,60000
20200815:1611,60000
20200815:1711,60000
20200815:1811,60000
20200815:1911,60000
20200815:2011,60000
20200815:2111,60000
20200815:2211,60000
20200815:2311,60000
20200816:0011,60000
20200816:0111,60000
20200816:0211,60000
20200816:0311,60000
20200816:0411,60000
20200816:0511,60000
20200816:0611,60000
20200816:0711,60000
20200816:0811,60000
20200816:0911,60000
20200816:1011,60000
20200816:1111,60000
20200816:1211,60000
20200816:1311,60000
20200816:1411,60000
20200816:1511,60000
20200816:1611,60000
20200816:1711,60000
20200816:1811,60000
20200816:1911,60000
20200816:2011,60000
20200816:2111,60000
20200816:2211,60000
20200816:2311,60000
20200817:0011,60000
20200817:0111,60000
20200817:0211,60000
20200817:0311,60000
20200817:0411,60000
20200817:0511,60000
20200817:0611,60000
20200817:0711,60000
20200817:0811,60000
20200817:0911,60000
20200817:1011,60000
20200817:1111,60000
20200817:1211,60000
20200817:1311,60000
20200817:1411,60000
20200817:1511,60000
20200817:1611,60000
20200817:1711,60000
20200817:1811,60000
20200817:1911,60000
20200817:2011,60000
20200817:2111,60000
20200817:2211,60000
20200817:2311,60000
20200818:0011,60000
20200818:0111,60000
20200818:0211,60000
20200818:0311,60000
20200818:0411,60000
20200818:0511,60000
20200818:0611,60000
20200818:0711,60000
20200818:0811,60000
20200818:0911,60000
20200818:1011,60000
20200818:1111,60000
20200818:1211,60000
20200818:1311,60000
20200818:1411,60000
20200818:1511,60000
20200818:1611,60000
20200818:1711,60000
20200818:1811,60000
20200818:1911,60000
20200818:2011,60000
20200818:2111,60000
20200818:2211,60000
20200818:2311,60000
20200819:0011,60000
20200819:0111,60000
20200819:0211,60000
20200819:0311,60000
20200819:0411,60000
20200819:0511,60000
20200819:0611,60000
20200819:0711,60000
20200819:0811,60000
20200819:0911,60000
20200819:1011,60000
20200819:1111,60000
20200819:1211,60000
20200819:1311,60000
20200819:1411,60000
20200819:1511,60000
20200819:1611,60000
20200819:1711,60000
20200819:1811,60000
20200819:1911,60000
20200819:2011,60000
20200819:2111,60000
20200819:2211,60000
20200819:2311,60000
20200820:0011,60000
20200820:0111,60000
20200820:0211,60000
20200820:0311,60000
20200820:0411,60000
20200820:0511,60000
20200820:0611,60000
20200820:0711,60000
20200820:0811,60000
20200820:0911,60000
20200820:1011,60000
20200820:1111,60000
20200820:1211,60000
20200820:1311,60000
20200820:1411,60000
20200820:1511,60000
20200820:1611,60000
20200820:1711,60000
20200820:1811,60000
20200820:1911,60000
20200820:2011,60000
20200820:2111,60000
20200820:2211,60000
20200820:2311,60000
20200821:0011,60000
20200821:0111,60000
20200821:0211,60000
20200821:0311,60000
20200821:0411,60000
20200821:0511,60000
20200821:0611,60000
20200821:0711,60000
20200821:0811,60000
20200821:0911,60000
20200821:1011,60000
20200821:1111,60000
20200821:1211,60000
20200821:1311,60000
20200821:1411,60000
20200821:1511,60000
20200821:1611,60000
20200821:1711,60000
20200821:1811,60000
20200821:1911,60000
20200821:2011,60000
20200821:2111,60000
20200821:2211,60000
20200821:2311,60000
20200822:0011,60000
20200822:0111,60000
20200822:0211,60000
20200822:0311,60000
20200822:0411,60000
20200822:0511,60000
20200822:0611,60000
20200822:0711,60000
20200822:0811,60000
20200822:0911,60000
20200822:1011,60000
20200822:1111,60000
20200822:1211,60000
20200822:1311,60000
20200822:1411,60000
20200822:1511,60000
20200822:1611,60000
20200822:1711,60000
20200822:1811,60000
20200822:1911,60000
20200822:2011,60000
20200822:2111,60000
20200822:2211,60000
20200822:2311,60000
20200823:0011,60000
20200823:0111,60000
20200823:0211,60000
20200823:0311,60000
20200823:0411,60000
20200823:0511,60000
20200823:0611,60000
20200823:0711,60000
20200823:0811,60000
20200823:0911,60000
20200823:1011,60000
20200823:1111,60000
20200823:1211,60000
20200823:1311,60000
20200823:1411,60000
20200823:1511,60000
20200823:1611,60000
20200823:1711,60000
20200823:1811,60000
20200823:1911,60000
20200823:2011,60000
20200823:2111,60000
20200823:2211,60000
20200823:2311,60000
20200824:0011,60000
20200824:0111,60000
20200824:0211,60000
20200824:0311,60000
20200824:0411,60000
20200824:0511,60000
20200824:0611,60000
20200824:0711,60000
20200824:0811,60000
20200824:0911,60000
20200824:1011,60000
20200824:1111,60000
20200824:1211,60000
20200824:1311,60000
20200824:1411,60000
20200824:1511,60000
20200824:1611,60000
20200824:1711,60000
20200824:1811,60000
20200824:1911,60000
20200824:2011,60000
20200824:2111,60000
20200824:2211,60000
20200824:2311,60000
20200825:0011,60000
20200825:0111,60000
20200825:0211,60000
20200825:0311,60000
20200825:0411,60000
20200825:0511,60000
20200825:0611,60000
20200825:0711,60000
20200825:0811,60000
20200825:0911,60000
20200825:1011,60000
20200825:1111,60000
20200825:1211,60000
20200825:1311,60000
20200825:1411,60000
20200825:1511,60000
20200825:1611,60000
20200825:1711,60000
20200825:1811,60000
20200825:1911,60000
20200825:2011,60000
20200825:2111,60000
20200825:2211,60000
20200825:2311,60000
20200826:0011,60000
20200826:0111,60000
20200826:0211,60000
20200826:0311,60000
20200826:0411,60000
20200826:0511,60000
20200826:0611,60000
20200826:0711,60000
20200826:0811,60000
20200826:0911,60000
20200826:1011,60000
20200826:1111,60000
20200826:1211,60000
20200826:1311,60000
20200826:1411,60000
20200826:1511,60000
20200826:1611,60000
20200826:1711,60000
20200826:1811,60000
20200826:1911,60000
20200826:2011,60000
20200826:2111,60000
20200826:2211,60000
20200826:2311,60000
20200827:0011,60000
20200827:0111,60000
20200827:0211,60000
20200827:0311,60000
20200827:0411,60000
20200827:0511,60000
20200827:0611,60000
20200827:0711,60000
20200827:0811,60000
20200827:0911,60000
20200827:1011,60000
20200827:1111,60000
20200827:1211,60000
20200827:1311,60000
20200827:1411,60000
20200827:1511,60000
20200827:1611,60000
20200827:1711,60000
20200827:1811,60000
20200827:1911,60000
20200827:2011,60000
20200827:2111,60000
20200827:2211,60000
20200827:2311,60000
20200828:0011,60000
20200828:0111,60000
20200828:0211,60000
20200828:0311,60000
20200828:0411,60000
20200828:0511,60000
20200828:0611,60000
